2013-07-03 19:16:37,0.546875
15.8125,0.546875
16.15625,0.546875
16.515625,0.546875
21.875,0.546875
22.21875,0.546875
22.5625,0.546875
22.90625,0.546875
25.421875,0.546875
25.796875,0.546875
26.140625,0.546875
26.5,0.546875
26.84375,0.546875
27.1875,0.546875
27.53125,0.546875
27.921875,0.546875
30.515625,0.546875
30.921875,0.546875
31.328125,0.546875
31.75,0.546875
42.203125,0.6875
42.9375,0.734375
43.640625,0.703125
44.359375,0.71875
45.109375,0.75
45.84375,0.734375
46.59375,0.75
47.296875,0.703125
47.9375,0.640625
48.59375,0.65625
49.296875,0.703125
50.109375,0.8125
50.859375,0.75
51.640625,0.78125
52.4375,0.796875
53.25,0.8125
61.34375,0.765625
62.125,0.78125
62.9375,0.8125
63.703125,0.765625
64.453125,0.75
65.3125,0.859375
66.140625,0.828125
66.859375,0.71875
67.625,0.765625
68.4375,0.8125
69.1875,0.75
69.859375,0.671875
70.546875,0.6875
71.3125,0.765625
72.046875,0.734375
72.75,0.703125
73.5625,0.8125
74.40625,0.84375
75.203125,0.796875
75.90625,0.703125
76.609375,0.703125
77.34375,0.734375
78.140625,0.796875
78.90625,0.765625
79.609375,0.703125
80.34375,0.734375
81.140625,0.796875
81.890625,0.75
82.6875,0.796875
83.484375,0.796875
84.28125,0.796875
85.015625,0.734375
85.734375,0.71875
86.5,0.765625
87.296875,0.796875
88.03125,0.734375
88.71875,0.6875
89.484375,0.765625
90.234375,0.75
91.0,0.765625
91.6875,0.6875
92.375,0.6875
93.078125,0.703125
93.859375,0.78125
94.59375,0.734375
95.296875,0.703125
96.0625,0.765625
96.84375,0.78125
97.59375,0.75
98.265625,0.671875
98.90625,0.640625
99.609375,0.703125
100.359375,0.75
101.09375,0.734375
101.796875,0.703125
102.578125,0.78125
103.40625,0.828125
104.1875,0.78125
104.9375,0.75
105.703125,0.765625
106.40625,0.703125
107.109375,0.703125
107.75,0.640625
108.421875,0.671875
109.171875,0.75
109.984375,0.8125
110.765625,0.78125
111.5,0.734375
112.28125,0.78125
113.09375,0.8125
113.84375,0.75
114.5625,0.71875
115.359375,0.796875
116.09375,0.734375
116.96875,0.875
117.6875,0.71875
118.46875,0.78125
119.296875,0.828125
120.015625,0.71875
120.703125,0.6875
121.40625,0.703125
122.15625,0.75
122.90625,0.75
123.640625,0.734375
124.296875,0.65625
124.90625,0.609375
125.515625,0.609375
126.140625,0.625
126.859375,0.71875
127.640625,0.78125
128.359375,0.71875
129.0625,0.703125
129.84375,0.78125
130.640625,0.796875
131.421875,0.78125
132.140625,0.71875
132.9375,0.796875
133.765625,0.828125
134.59375,0.828125
135.375,0.78125
136.203125,0.828125
137.0625,0.859375
137.921875,0.859375
138.71875,0.796875
139.5,0.78125
140.34375,0.84375
141.203125,0.859375
142.03125,0.828125
142.796875,0.765625
143.703125,0.90625
144.640625,0.921875
145.484375,0.84375
146.328125,0.84375
147.203125,0.875
148.09375,0.890625
148.90625,0.8125
149.703125,0.796875
150.5625,0.859375
151.40625,0.84375
152.125,0.71875
152.921875,0.796875
153.75,0.828125
154.515625,0.765625
155.265625,0.75
156.109375,0.84375
156.984375,0.875
157.765625,0.78125
158.546875,0.78125
159.375,0.828125
160.21875,0.84375
161.0,0.78125
161.796875,0.796875
